country,id,notam_id,fir,from_utc,to_utc,lat,lon,radius_nm,qcode,raw
Norway,107699396753372919,A2014/2026,ENXX,2026-05-04T00:00:00Z,2026-05-14T23:59:00Z,70.05,13.766666666666667,98,QRDTT,A2014/26 NOTAMN  Q) ENXX/QRDTT/IV/BO /W /000/999/7003N01346E098  A) ENOR ENOB B) 2605040000 C) 2605142359  E) TRIGGER NOTAM - AIP AIRAC SUP 21/26 WEF 16 APR 2026.  TEMPO DANGER AREAS ESTABLISHED IN CONNECTION WITH WEAPON TESTING   FROM ANDOYA SPACE. FOR DETAILS SEE SUP AVBL AT WWW.AVINOR.NO/AIS  F) SFC G) UNL    CREATED: 19 MAR 2026 12:27  SOURCE: EUECYIYN
Norway,107699403866912209,A2438/2026,ENOR,2026-04-27T07:00:00Z,2026-05-01T14:00:00Z,63.78333333333333,9.366666666666667,6,QRDCA,A2438/26 NOTAMN  Q) ENOR/QRDCA/IV/BO /AW/000/070/6347N00922E006  A) ENOL B) 2604270700 C) 2605011400  D) DAILY 0700-1400  E) DANGER AREA END356 TARVA ACTIVATED  F) GND G) 7000FT AMSL    CREATED: 09 APR 2026 09:45  SOURCE: EUECYIYN
Argentina,107710909094888101,V75/2026,SAVF,2026-03-19T00:01:00Z,2026-05-14T23:59:00Z,-54.833333333333336,-68.28333333333333,5,QPIAU,"V0075/26 NOTAMN   Q) SAVF/QPIAU/I/BO/A/000/999/5450S06817W005 A) SAWH B) 2603190001 C) 2605142359  E) [US DOD PROCEDURAL NOTAM] STANDARD INSTRUMENT DEPARTURE (SID) NOT   AUTHORIZED RWY 25 (GRA 1B, KEXOP 1B, ROMIV 1B, SUNLI 1B, UGIRA 1B)   NOT AUTHORIZED AS PUBLISHED IN DOD FLIP  CREATED: 17 MAR 2026 09:28  SOURCE: KCSA"
Germany,107699914582134486,B111/2026,EDWW,2026-03-07T00:00:00Z,2026-06-04T23:59:00Z,52.21666666666667,14.116666666666667,1,QWOLW,B0111/26 NOTAMN  Q) EDWW/QWOLW/IV/M  /W /000/999/5213N01407E001  A) EDWW B) 2603070000 C) 2606042359  E) LASER ACTIVITIES 0.5NM RADIUS CENTERED ON 521231N 0140718E  LINDENBERG (23.6NM ENE KLASDORF DVOR/DME KLF) .  F) GND G) UNL    CREATED: 02 MAR 2026 10:55  SOURCE: EUECYIYN
Germany,107710358315208439,U14/2026,EDXX,2026-02-23T11:48:00Z,2026-05-22T23:59:00Z,51.38333333333333,10.3,,QAFXX,U0014/26 NOTAMN  Q) EDXX/QAFXX/I /NBO/E /000/999/5123N01018E999  A) EDGG EDMM EDWW B) 2602231148 C) 2605222359  E) GEMIL FLIP MAP  CAUTION: AIR COMBAT OPERATIONS UNLIMITED PROHIBITED AREAS ARE   OBSOLETE:  THE FOLLOWING CHARTS ARE AFFECTED:  ED-R 107 (TRA-ALLGAEU 1) ATS  ED-R 207 (TRA-ALLGAEU 2) ATS  CREATED: 23 FEB 2026 11:48  SOURCE: ETCZYOYX
Germany,107699914783460550,B123/2026,EDGG,2026-04-01T00:00:00Z,2026-06-30T22:00:00Z,52.25,7.983333333333333,1,QWOLW,B0123/26 NOTAMN  Q) EDGG/QWOLW/IV/M  /W /000/999/5215N00759E001  A) EDGG B) 2604010000 C) 2606302200  D) DAILY SS PLUS30 - 2200  E) LASER ACTIVITIES/SKYBEAMER RADIUS 0.5NM CENTERED ON 521511N  0075914E  OSNABRUECK (8.9NM NE MUENSTER/OSNABRUECK NDB MYN)  F) GND G) UNL    CREATED: 04 MAR 2026 08:19  SOURCE: EUECYIYN
Paraguay,107699366739384480,A225/2026,SGFA,2026-04-09T10:02:00Z,2026-07-08T21:14:00Z,-25.0,-57.63333333333333,,QRDCA,"A0225/26 NOTAMN  Q) SGFA/QRDCA/IV/BO/W/000/080/2500S05738W999  A) SGXX B) 2604091002 C) 2607082114  D) BTN SR-SS  E) SGD-2 PALMAR ACT COORD    S250000 W0573830  S250815 W0573420  S251100 W0573800  S250710 W0574615    AIP PARAGUAY ENR 5,1-3        F) GND G) FL080    CREATED: 08 APR 2026 18:28  SOURCE: SGASYNYY"
Greece,107699370279147718,A436/2026,LGGG,2026-03-03T05:00:00Z,2026-04-30T20:59:00Z,38.46666666666667,24.25,7,QRDCA,"A0436/26 NOTAMN  Q) LGGG/QRDCA/IV/BO /W /000/240/3828N02415E007  A) LGGG B) 2603030500 C) 2604302059  D) MAR 03 05 10 12 17 19 24 26 0500-2159, MAR 31 APR 02 07 09 14 16   21 23 28 30 0400-2059  E) DANGER AREA LGD97 KOSKINA ACT.   AWY N137/UN137 (SKP-NEVRA) AFFECTED.  F) SFC G) FL240  CREATED: 19 FEB 2026 10:26  SOURCE: EUECYIYN"
Peru,107699377342594316,A857/2026,SPIM,2026-03-09T22:00:00Z,2026-05-02T00:00:00Z,,,,QMRHX,"A0857/26 NOTAMN  Q) SPIM/QMRHX/IV/NBO/A/002/999/  A) SPJC B) 2603092200 C) 2605020000  D) 1000-1400 2200-0000  E) SEASONAL BIRDS ACT AT AD, HGT UP TO 200FT AGL. TYPES OF BIRDS-  BLACK VULTURE, SEAGULL AND FALCON. MAX FLOCK SIZE-100 BIRDS. BIRD  WT- UP TO 1000 GRAMS COASTLINE MAIN MOVING DIRECTION -N AND S - E  AND W. PILOTS CTN.  F) 200FT AGL G) UNL    CREATED: 09 MAR 2026 15:24  SOURCE: SPIMYNYN"
Guyana,107699363098747074,A8/2026,SYGC,2026-04-01T00:00:00Z,2026-04-30T23:59:00Z,5.15,-58.78333333333333,,QKKKK,A0008/26 NOTAMR A0005/26  Q) SYGC/QKKKK/K/K/K/000/999/0509N05847W999  A) SYGC B) 2604010000 C) 2604302359 EST  E) CHECKLIST  YEAR=2026 NIL  LATEST AIP AMENDMENTS  AIRAC AIP AMDT 01/25 EFFECTIVE 12 JUN 2025  AIP AMDT 01/26 04 MAR 26  CHECKLIST OF AIP SUP AND AIC  AIRAC AIP SUP: NIL  AIP SUP: 01/26  AIC: A9/16 A16/16 A17/17 A9/24 A2/25 A1/26 A2/26 A3/26 A4/26 A5/26   A6/26 A7/26 A8/26 A9/26 A10/26 A11/26 A12/26 A13/26 A14/26 A15/26   A16/26 A17/26 A18/26 A19/26 A20/26  AIRAC EFFECTIVE DATE: 16 APR 26 - NIL  AIRAC EFFECTIVE DATE: 14 MAY 26 - NIL  F) GND G) UNL    CREATED: 31 MAR 2026 23:39  SOURCE: SYCJYNYX
Puerto Rico,107681771718027058,A56/2025,TJZS,2025-05-21T13:05:00Z,,,,,QPDXX,A0056/25 NOTAMN  Q) TJZS/QPDXX////000/999/  A) TJZS  B) 2505211305  C) PERM  E) TJSJ ACONY THREE DEPARTURE: AIRCRAFT SHALL FLY DIRECT TO NEXT FIX  ON FLIGHT PLAN AFTER PALDE AND THEN AS FILED.  F) SFC  G) UNL    CREATED: 21 MAY 2025 13:16  SOURCE: TJZS
Portugal (Madeira and Acores),107699395478535662,A1938/2026,LPPO,2026-04-07T21:57:00Z,2026-07-06T23:59:00Z,38.766666666666666,-27.083333333333332,5,QWZLW,A1938/26 NOTAMN  Q) LPPO/QWZLW/IV/M  /AW/000/999/3846N02705W005  A) LPLA B) 2604072157 C) 2607062359  E) FIREWORKS MAY OCCUR IN THE VICINITY OF THE AERODROME. USE CAUTION  OVERFLYING POPULATED AREAS.  F) SFC G) UNL    CREATED: 07 APR 2026 21:57  SOURCE: EUECYIYN
Qatar,107699373651479653,A637/2026,OTDF,2026-03-30T07:03:00Z,2026-06-30T14:00:00Z,24.75,51.0,11,QRDCA,"A0637/26 NOTAMR A0516/26  Q) OTDF/QRDCA/IV/BO/W/000/999/2445N05100E011  A) OTDF B) 2603300703 C) 2606301400  D) MAR 30 0703-1400, MAR 31 0300-1400, APR 01-30 0300-1400, MAY 01-31  0300-1400, JUN 01-30 0300-1400  E) DANGER AREA OTD1 UPPER LIMIT RAISED TO UNL.  REF TO QATAR AIP ENR 5.1.  F) SFC G) UNL    CREATED: 30 MAR 2026 07:01  SOURCE: OTNOYNYX"
Republic of Korea,107701025586588209,D796/2026,RKRR,2026-04-15T00:00:00Z,2026-05-17T09:00:00Z,34.483333333333334,126.18333333333334,1,QRDCA,D0796/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/009/3429N12611E001  A) RKRR B) 2604150000 C) 2605170900  D) 0000-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 0.38NM CENTERED ON 342832N1261034E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 821FT AGL    CREATED: 09 APR 2026 05:01  SOURCE: RKRRYNYX
Republic of Korea,107701025855023665,D812/2026,RKRR,2026-04-09T20:00:00Z,2026-06-01T10:00:00Z,37.45,129.16666666666666,1,QRDCA,D0812/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/016/3727N12910E001  A) RKRR B) 2604092000 C) 2606011000  D) 2000-1000  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 0.38NM CENTERED ON 372712N1290942E    RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 1600FT AMSL    CREATED: 09 APR 2026 09:15  SOURCE: RKRRYNYX
Republic of Korea,107701025888578097,D814/2026,RKRR,2026-05-01T20:00:00Z,2026-05-10T10:00:00Z,37.233333333333334,129.1,1,QRDCA,"D0814/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/016/3714N12906E001  A) RKRR B) 2605012000 C) 2605101000  D) 01 2000-2359, 02 0000-1000 2000-2359, 03 0000-1000, 04 2000-05   1000, 08 2000-2359, 09 0000-1000 2000-2359, 10 0000-1000  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 0.38NM CENTERED ON 371332N1290546E    RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 1600FT AMSL    CREATED: 09 APR 2026 09:35  SOURCE: RKRRYNYX"
Republic of Korea,107701025922132529,D816/2026,RKRR,2026-04-10T01:00:00Z,2026-07-05T09:00:00Z,37.61666666666667,129.05,2,QRDCA,D0816/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/050/3737N12903E002  A) RKRR B) 2604100100 C) 2607050900  D) 0100-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 1NM CENTERED ON 373715N1290312E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 4920FT AGL    CREATED: 10 APR 2026 00:28  SOURCE: RKRRYNYX
Republic of Korea,107701025989241393,D820/2026,RKRR,2026-04-10T01:00:00Z,2026-07-05T09:00:00Z,37.55,129.06666666666666,2,QRDCA,D0820/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/050/3733N12904E002  A) RKRR B) 2604100100 C) 2607050900  D) 0100-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 1NM CENTERED ON 373236N1290413E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 4920FT AGL    CREATED: 10 APR 2026 00:32  SOURCE: RKRRYNYX
Republic of Korea,107701025955686961,D818/2026,RKRR,2026-04-10T01:00:00Z,2026-07-05T09:00:00Z,37.583333333333336,129.11666666666667,2,QRDCA,D0818/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/050/3735N12907E002  A) RKRR B) 2604100100 C) 2607050900  D) 0100-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 1NM CENTERED ON 373436N1290654E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 4920FT AGL    CREATED: 10 APR 2026 00:30  SOURCE: RKRRYNYX
Republic of Korea,107701026727438897,D864/2026,RKRR,2026-04-17T21:00:00Z,2026-05-05T09:00:00Z,35.6,129.08333333333334,3,QRDCA,"D0864/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/020/3536N12905E003  A) RKRR B) 2604172100 C) 2605050900  D) APR 17 2100-2359, 18 0000-0900 2100-2359, 19 0000-0900, 24   2100-2359, 25 0000-0900 2100-2359, 26 0000-0900, 30 2100-2359, MAY   01 02 0000-0900 2100-2359, 03 0000-0900, 04 2100-05 0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 2.2NM CENTERED ON 353623N1290438E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 2000FT AGL    CREATED: 14 APR 2026 08:37  SOURCE: RKRRYNYX"
Republic of Korea,107701026861656625,D872/2026,RKRR,2026-04-14T09:13:00Z,2026-05-31T12:00:00Z,36.36666666666667,127.18333333333334,1,QRDCA,"D0872/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/005/3622N12711E001  A) RKRR B) 2604140913 C) 2605311200  D) APR 14 0913-1200 2100-2359, 15-30 0000-1200 2100-2359, MAY 01-30   0000-1200 2100-2359, 31 0000-1200  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 0.9NM CENTERED ON 362138N1271041E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 492FT AGL    CREATED: 14 APR 2026 09:17  SOURCE: RKRRYNYX"
Republic of Korea,107701023103560241,D648/2026,RKRR,2026-03-26T00:00:00Z,2026-06-18T09:00:00Z,34.65,127.2,6,QRDCA,D0648/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/020/3439N12712E006  A) RKRR B) 2603260000 C) 2606180900  D) 0000-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 5NM CENTERED ON 343858N1271148E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 2000FT AGL    CREATED: 25 MAR 2026 04:36  SOURCE: RKRRYNYX
Republic of Korea,107701023137114673,D650/2026,RKRR,2026-03-26T00:00:00Z,2026-06-18T09:00:00Z,34.7,127.18333333333334,3,QRDCA,D0650/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/020/3442N12711E003  A) RKRR B) 2603260000 C) 2606180900  D) 0000-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 2.8NM CENTERED ON 344146N1271114E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 2000FT AGL    CREATED: 25 MAR 2026 04:37  SOURCE: RKRRYNYX
Republic of Korea,107701021560056369,D556/2026,RKRR,2026-03-31T22:00:00Z,2026-06-30T09:00:00Z,36.25,126.91666666666667,2,QRDCA,D0556/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/005/3615N12655E002  A) RKRR B) 2603312200 C) 2606300900  D) 2200-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 1NM CENTERED ON 361520N1265520E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 500FT AGL    CREATED: 17 MAR 2026 06:49  SOURCE: RKRRYNYX
Republic of Korea,107701020251433521,D478/2026,RKRR,2026-03-06T02:18:00Z,2026-06-05T14:00:00Z,37.15,127.31666666666666,2,QRDCA,"D0478/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/010/3709N12719E002  A) RKRR B) 2603060218 C) 2606051400  D) MAR 06 0218-1400 2100-2359, 07-31 0000-1400 2100-2359, APR 01-30   0000-1400 2100-2359, MAY 01-31 0000-1400 2100-2359, JUN 01-04   0000-1400 2100-2359, 05 0000-1400  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 1.07NM CENTERED ON 370905N1271906E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 984FT AGL    CREATED: 06 MAR 2026 02:20  SOURCE: RKRRYNYX"
Republic of Korea,107701018674375217,D384/2026,RKRR,2026-02-28T21:00:00Z,2026-05-31T09:00:00Z,35.4,128.8,3,QRDCA,D0384/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/010/3524N12848E003  A) RKRR B) 2602282100 C) 2605310900  D) 2100-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 2.7NM CENTERED ON 352426N1284734E  RMK : THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 985FT AMSL    CREATED: 23 FEB 2026 12:23  SOURCE: RKRRYNYX
Republic of Korea,107701017130871345,D292/2026,RKRR,2026-02-15T23:00:00Z,2026-05-01T09:00:00Z,34.416666666666664,126.65,2,QRDCA,D0292/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/033/3425N12639E002  A) RKRR B) 2602152300 C) 2605010900  D) 2300-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 1NM CENTERED ON 342444N1263910E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 3280FT AMSL  CREATED: 13 FEB 2026 00:29  SOURCE: RKRRYNYX
Republic of Korea,107701017097316913,D290/2026,RKRR,2026-02-15T23:00:00Z,2026-05-01T09:00:00Z,34.53333333333333,126.41666666666667,2,QRDCA,D0290/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/033/3432N12625E002  A) RKRR B) 2602152300 C) 2605010900  D) 2300-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 1NM CENTERED ON 343214N1262528E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 3280FT AMSL  CREATED: 13 FEB 2026 00:28  SOURCE: RKRRYNYX
Republic of Korea,107701016224901681,D238/2026,RKRR,2026-03-16T00:00:00Z,2026-05-29T07:00:00Z,37.516666666666666,129.46666666666667,16,QRDCA,D0238/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/017/3731N12928E016  A) RKRR B) 2603160000 C) 2605290700  D) 0000-0700  E) TEMPO DANGER AREA ACT AS FLW  1NM EITHER SIDE OF LINE 372335N1291334E-373727N1294254E  RMK : THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 1641FT AMSL    CREATED: 05 FEB 2026 06:34  SOURCE: RKRRYNYX
Republic of Korea,107701025569810993,D795/2026,RKRR,2026-04-15T00:00:00Z,2026-05-17T09:00:00Z,34.46666666666667,126.16666666666667,1,QRDCA,D0795/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/009/3428N12610E001  A) RKRR B) 2604150000 C) 2605170900  D) 0000-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 0.38NM CENTERED ON 342816N1261005E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 821FT AGL    CREATED: 09 APR 2026 05:00  SOURCE: RKRRYNYX
Republic of Korea,107701025603365425,D797/2026,RKRR,2026-04-12T21:00:00Z,2026-05-31T12:00:00Z,36.36666666666667,127.18333333333334,1,QRDCA,D0797/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/005/3622N12711E001  A) RKRR B) 2604122100 C) 2605311200  D) 2100-1200  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 0.9NM CENTERED ON 362138N1271041E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 492FT AGL    CREATED: 09 APR 2026 05:09  SOURCE: RKRRYNYX
Republic of Korea,107701025871800881,D813/2026,RKRR,2026-04-10T20:00:00Z,2026-05-01T10:00:00Z,37.233333333333334,129.1,1,QRDCA,"D0813/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/016/3714N12906E001  A) RKRR B) 2604102000 C) 2605011000  D) APR 10 2000-2359, 11 0000-1000 2000-2359, 12 0000-1000, 17   2000-2359, 18 0000-1000 2000-2359, 19 0000-1000, 24 2000-2359, 25   0000-1000 2000-2359, 26 0000-1000, 30 2000-MAY 01 1000  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 0.38NM CENTERED ON 371332N1290546E    RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 1600FT AMSL    CREATED: 09 APR 2026 09:16  SOURCE: RKRRYNYX"
Republic of Korea,107701025938909745,D817/2026,RKRR,2026-04-10T01:00:00Z,2026-07-05T09:00:00Z,37.6,129.08333333333334,2,QRDCA,D0817/26 NOTAMN    Q) RKRR/QRDCA/IV/BO/W/000/050/3736N12905E002  A) RKRR B) 2604100100 C) 2607050900  D) 0100-0900  E) TEMPO DANGER AREA ACT AS FLW  A CIRCLE RADIUS 1NM CENTERED ON 373551N1290455E  RMK:THIS AREA IS ESTABLISHED FOR DRONE FLIGHT  F) SFC G) 4920FT AGL    CREATED: 10 APR 2026 00:29  SOURCE: RKRRYNYX
