country,id,notam_id,fir,from_utc,to_utc,lat,lon,radius_nm,qcode,raw
New Zealand,107699937416242990,B1472/2026,NZZO,2026-03-25T00:45:00Z,2026-03-25T05:35:00Z,-42.75,-152.33333333333334,,QRDCA,B1472/26 NOTAMN  Q) NZZO/QRDCA/IV/BO /W /000/999/4245S15220W999  A) NZZO B) 2603250045 C) 2603250535  E) TEMPO DANGER AREA NZD094 (AUCKLAND OCEANIC FIR) IS PRESCRIBED AS  FLW:  ALL THAT AIRSPACE BOUNDED BY A LINE JOINING  25 41 S 157 00 W  30 00 S 157 00 W  30 00 S 154 08 W  43 04 S 157 03 W  59 49 S 163 34 W  59 13 S 168 58 W  42 28 S 161 17 W  25 41 S 157 00 W  ACTIVITY: SPACE DEBRIS RETURN  USING AGENCY: FOREIGN SPACE AGENCY  PRESCRIBED PURSUANT TO CIVIL AVIATION RULE PART 71 UNDER A DELEGATED  AUTHORITY ISSUED BY THE DIRECTOR OF CIVIL AVIATION.  F) SFC G) UNL    CREATED: 18 MAR 2026 19:35  SOURCE: NZCHYNYX
Alaska,107699365866865440,A173/2026,PAZA,2026-03-13T21:33:00Z,2026-12-31T23:59:00Z,,,,QXXXX,A0173/26 NOTAMN  Q) PAZA/QXXXX//////  A) PAZA  B) 2603132133  C) 2612312359  E) IT IS NO LONGER REQUIRED TO SEND A CPDLC POSITION REPORT TO  CONFIRM CPDLC CDA WHEN ENTERING THE ANCHORAGE ARTCC PAZA FIR. CPDLC  CDA IS CONFIRMED BY THE &quot;SET MAX UPLINK DELAY VALUE TO 300 SEC&quot;  UPLINK AND &quot;ROGER&quot; DOWNLINK MESSAGE EXCHANGE.  F) SFC  G) UNL    CREATED: 13 MAR 2026 21:51  SOURCE: PAZA
Alaska,107681789837280032,A1136/2025,PAZA,2025-09-12T18:00:00Z,2026-09-11T23:59:00Z,,,,QXXXX,"A1136/25 NOTAMN  Q) PAZA/QXXXX////000/999/  A) PAZA  B) 2509121800  C) 2609112359  E) ATTENTION ALL FLIGHT OPERATORS. FLIGHTS THAT EXPERIENCE OR  SUSPECT GNSS INTERFERENCE ENROUTE TO THE ANCHORAGE OCEANIC ENTRY   POINT MUST NOTIFY ANCHORAGE ATC. NOTIFICATION SHOULD BE VIA CPDLC,   SFO RADIO, OR SATCOM, CONFIRMING DEGRADATION OF NAVIGATION STATUS   AND DETAILS OF ONGOING LOSS/IMPACTS TO THE AIRCRAFT SYSTEMS AND  CAPABILITIES.     EXAMPLES OF NOTIFICATION:  GNSS INTERFERENCE RNP10 ONLY  NO DATA LINK  DEGRADED NAVIGATION NO GNSS    IN ADDITION, AIRLINE DISPATCHERS CAN DIRECTLY INFORM THE ANCHORAGE  OCEANIC SUPERVISOR TO MAKE THEM AWARE WHEN ONE OF THEIR FLIGHTS HAS  BEEN IMPACTED BY GNSS INTERFERENCE BY CONTACTING 907-269-1930.  F) SFC  G) UNL    CREATED: 12 SEP 2025 17:23  SOURCE: PAZA"
Angola,107488260439323661,A221/2014,FNAN,2014-08-12T08:00:00Z,,-12.483333333333333,13.483333333333333,5,QFAXX,A0221/14 NOTAMN  Q) FNAN/QFAXX/IV/NBO/A/000/999/1229S01329E005  A) FNCT B) 1408120800 C) PERM  E) AD AVLB FOR ACFT WITH MTOW MORE THAN 23 TONS  DUE TO OPS REASONS  F) SFC G) UNL    CREATED: 22 MAY 2015 20:38  SOURCE: FNLUYNYX
Angola,107505850041676813,A67/2015,FNAN,2015-02-19T14:00:00Z,,-9.983333333333333,14.916666666666666,5,QFACS,A0067/15 NOTAMN  Q) FNAN/QFACS/IV/NBO/A/000/999/0959S01455E005  A) FNCU B) 1502191400 C) PERM  E) AD INSTL WITH FLW CHARACTERISTICS  NAME CALULO  OWNER ANGOLA AIR SERVICES  ALTITUDE 915 METERS  HOURS OF SERVICES HJ  FIRE FIGHTING SERVICES NOT AVLB  TYPE OF TRAFFIC VFR  DISTANCE FM THE CITY 7 KM  F) SFC G) UNL    CREATED: 22 MAY 2015 20:41  SOURCE: FNLUYNYX
Angola,107505850008122381,A65/2015,FNAN,2015-02-19T14:00:00Z,,-9.983333333333333,14.916666666666666,5,QMRCS,A0065/15 NOTAMN  Q) FNAN/QMRCS/IV/NBO/A/000/999/0959S01455E005  A) FNCU B) 1502191400 C) PERM  E) RWY INSTL WITH FLW CHARACTERISTIC  -LENGTH 1200M WIDTH 30M  -DESIGNATION OF RWY NUMBERS 01/19  -TYPE OF PAVIMENT ASPHALT  -PCN 16/F/A/Y/T  -CRITICAL ACFT EMB110  F) SFC G) UNL    CREATED: 22 MAY 2015 20:40  SOURCE: FNLUYNYX
Angola,107505849924236301,A60/2015,FNAN,2015-02-18T14:00:00Z,,-9.966666666666667,14.916666666666666,5,QMNCS,A0060/15 NOTAMN  Q) FNAN/QMNCS/IV/B/A/000/999/0958S01455E005  A) FNCU B) 1502181400 C) PERM  E) APRON INSTL WITH FLW CHARACTERISTIC  -PCN 16/F/A/Y/T  -LENGTH 69M WIDTH 58M  F) SFC G) UNL    CREATED: 22 MAY 2015 20:40  SOURCE: FNLUYNYX
Angola,107505849890681869,A58/2015,FNAN,2015-02-18T14:00:00Z,,-9.966666666666667,14.916666666666666,5,QMXCS,A0058/15 NOTAMN  Q) FNAN/QMXCS/IV/M/A/000/999/0958S01455E005  A) FNCU B) 1502181400 C) PERM  E) TWY INSTL WITH FLW CHARACTERISTIC  -WIDTH 12M  PCN 16/F/A/T  F) SFC G) UNL    CREATED: 22 MAY 2015 20:40  SOURCE: FNLUYNYX
Algeria,107681788226273280,A1040/2025,DAAA,2025-04-07T18:10:00Z,,24.483333333333334,2.9833333333333334,628,QROLP,A1040/25 NOTAMN   Q) DAAA/QROLP/IV/NBO/W/000/999/2429N00259E628  A) DAAA B) 2504071810 C) PERM  E) THE  NATIONAL AIRSPAICE IS CLOSED  TO ALL MALIAN CIVIL AND MILITARY  AIRCRAFTS   AND ALL THOSE BEARING MALIAN REGISTRATIONS NUMBERS.  AS WELL AS ALL FORIEGN CIVIL AND MILITARY AIRCRAFT COMING FROM AND  GOING TO ONE OR MORE MALIAN AERODROMES  OPEN TO INTERNATIONAL AIR  TRAFIC .BEGENING FROM MONDAY APR/07/2025  F) GND G) UNL    CREATED: 07 APR 2025 18:12  SOURCE: DAAAYNYX
Pakistan,107699363903913329,A56/2026,OPLR,2026-02-04T02:15:00Z,2026-03-25T10:30:00Z,31.583333333333332,71.58333333333333,150,QARLC,A0056/26 NOTAMN  Q) OPLR/QARLC/IV/NBO/E/000/999/3135N07135E150  A) OPLR  B) 2602040215 C) 2603251030  D) FEB 04 - MARCH 25  0215-1030  E) FLW SEGMENTS OF ATS RTE WI LAHORE FIR NOT AVBL  FM GND TO UNL DUE OPR REASONS.  ATS RTE      RTE SEGMENTS  -------      ------------  A466         SAKUV-SAJAN  N644         REGET-DI  P500/M881    LAKRA-DI  J138         NINUK-ENRIR  J124         FA-SP  J141         TULRI-DI  J145         ZB-DI  J153         ZB-DI  ALTN ATS RTE (BI-DIRECTIONAL)  -----------------------------  1) SULOM T400 NONIB L509 LAJAK  2) SULOM T400 NONIB L509 HANGU G325 REGET N644 DOBAT  3) SULOM T400 PS P500 MOTMO  4) MERUN L750 BIROS  5) MERUN L750 ZB G325 REGET N644 DOBAT  6) NINUK J138 ENRIR AND VICE VERSA (AT FL070 AND BLW)  NOTE  ----  1. INDEK DCT NONIB MAY BE OFFERED SUBJECT TO AVBL  2. AIRSPACE 10 NM AROUND FA AND AT SOUTH EAST AND      SOUTH EAST OF FAISALABAD IS AVBL AT FL070 AND BLW  F) GND G) UNL  CREATED: 30 JAN 2026 11:41  SOURCE: OPKCYNYX
Pakistan,107699365212536567,A134/2026,OPXX,2026-03-03T04:00:00Z,2026-03-31T10:00:00Z,29.766666666666666,68.26666666666667,100,QARLC,A0134/26 NOTAMR A0130/26  Q) OPXX/QARLC/IV/NBO/E/000/999/2946N06816E100  A) OPKR OPLR  B) 2603030400 C) 2603311000  D) 03-31 0400-1000  E) FLW RTE SEGMENTS OF ATS RTE WI KARACHI AND  LAHORE FIRS NOT AVBL FM GND TO UNL DUE OPR.  ATS RTE         RTE SEGMENT  =======         ===========  G326/J139       LUBNA-ZHOB  J116/J166       QT-HILAL  J184            QT-SK  J156            SIBMI-SAGIS  ATLN ATS RTE (BI-DIRECTONAL)  ============================  1) QT BIXIR DCT KADLA DCT DADLO DCT      3033N06939E DCT UPVAL  2) QT BIXIR DCT KADLA J134 ZB  3) LUBNA DCT 2925N06959E DCT HILAL G202 ZB  F) GND G) UNL  CREATED: 02 MAR 2026 05:39  SOURCE: OPKCYNYX
Oman,107699366319831436,A200/2026,OOMM,2026-03-14T08:00:00Z,2026-05-14T08:00:00Z,21.083333333333332,57.6,20,QARCR,"A0200/26 NOTAMN  Q) OOMM/QARCR/IV/NBO/E/300/999/2105N05736E020  A) OOMM B) 2603140800 C) 2605140800  D) H24  E) ATTN ALL TRAFFICE TO REFER TO NOTAM A0188/26  (FLAS) IMPLEMENTED BETWEEN MUSCAT FIR AND JEDDAH FIR AS FOLLOWS:  1. ALL TFC AT FL300 OR FL360 SHALL EXIT MUSCAT FIR VIA DAPOL.  2. ALL TFC AT FL320, FL340 AND FL380 OR ABOVE SHALL ROUTE VIA TOKRA.  3. ALL TFC DEST OEJN SHALL EXIT MUSCAT FIR VIA SITOL FL 300 OR ABOVE.    F) FL300 G) UNL  CREATED: 13 MAR 2026 22:22  SOURCE: OOMSYNYX"
Oman,107699365984287116,A180/2026,OOMM,2026-03-08T00:00:00Z,2026-03-31T23:59:00Z,21.083333333333332,57.6,,QXXXX,A0180/26 NOTAMR A0157/26  Q) OOMM/QXXXX/IV/NBO/E/000/999/2105N05736E999  A) OOMM B) 2603080000 C) 2603312359  E) PILOTS ARE ADVISED TO EXERCISE CAUTION AND USE  ALTERNATIVE MEANS OF NAVIGATION WHEN NECESSARY DUE TO REPORTED GNSS  INTERFERENCE (SPOOFING AND JAMMING) WITHIN MUSCAT FIR. ATC SHOULD BE  INFORMED OF ANY OBSERVED ANOMALIES.  F) SFC G)UNL    CREATED: 07 MAR 2026 21:05  SOURCE: OOMSYNYX
