country,id,notam_id,fir,from_utc,to_utc,lat,lon,radius_nm,qcode,raw
Oman,107699366521158028,A212/2026,OOMM,2026-03-30T04:57:00Z,2026-04-30T23:59:00Z,21.083333333333332,57.6,,QXXXX,A0212/26 NOTAMR A0180/26  Q) OOMM/QXXXX/IV/NBO/E/000/999/2105N05736E999  A) OOMM B) 2603300457 C) 2604302359  E) PILOTS ARE ADVISED TO EXERCISE CAUTION AND USE  ALTERNATIVE MEANS OF NAVIGATION WHEN NECESSARY DUE TO REPORTED GNSS  INTERFERENCE (SPOOFING AND JAMMING) WITHIN MUSCAT FIR. ATC SHOULD BE  INFORMED OF ANY OBSERVED ANOMALIES.  F) SFC G)UNL    CREATED: 30 MAR 2026 04:58  SOURCE: OOMSYNYX
Pakistan,107699365782961521,A168/2026,OPLR,2026-03-26T02:15:00Z,2026-04-30T10:30:00Z,31.583333333333332,71.58333333333333,150,QARLC,"A0168/26 NOTAMN  Q) OPLR/QARLC/IV/NBO/E/000/999/3135N07135E150  A) OPLR  B) 2603260215 C) 2604301030  D) 26 MAR - 30 APR 0215-1030  E) FLW RTE SEGMENTS OF ATS RTE WITHIN LAHORE   FIR NOT AVBL FM GND TO UNL DUE OPR.  ATS RTE              RTE SEGMENT  =======              ===========  A466                 SAKUV-SAJAN  N644                 REGET-DI  P500/M881            LAKRA-DI  J138                 NINUK-ENRIR  J124                 FA-SP  J141                 TULRI-DI  J145                 ZB-DI  J153                 ZB-DI  ALTN ATS RTE (BI-DIRECTIONAL)  ============================  1) SULOM T400 NONIB L509 LAJAK  2) SULOM T400 NONIB L509 HANGU G325 REGET     N644 DOBAT  3) SULOM T400 PS P500 MOTMO  4) MERUN L750 BIROS  5) MERUN L750 ZB G325 REGET N644 DOBAT  6) NINUK J138 ENRIR AND VICE VERSA      (AT FL070 AND BLW)  NOTE:  =====  1. INDEK DCT NONIB MAY BE OFFERED SUBJECT      TO AVBL  2. AIRSPACE 10NM AROUND FA AND AT SOUTH,EAST     AND SOUTHEAST OF FAISALABAD IS AVBL AT     FL070 AND BLW.  F) GND G) UNL    CREATED: 25 MAR 2026 10:21  SOURCE: OPKCYNYX"
Algeria,107699381687386112,A1116/2026,DAAA,2026-04-15T00:01:00Z,2026-04-30T23:59:00Z,32.083333333333336,3.25,233,QWMLW,A1116/26 NOTAMN   Q) DAAA/QWMLW/IV/BO/W/000/999/3205N00315E233  A) DAAA B) 2604150001 C) 2604302359  D) H24  E) FRNG EXER G/A WILL TAKE PLACE WI AREA  PSN:  345925N 0023116E  345925N 0023616E  345425N 0023116E  345425N 0023616E  F) GND G) UNL    CREATED: 08 APR 2026 11:18  SOURCE: DAAAYNYX
Germany,107699914582134486,B111/2026,EDWW,2026-03-07T00:00:00Z,2026-06-04T23:59:00Z,52.21666666666667,14.116666666666667,1,QWOLW,B0111/26 NOTAMN  Q) EDWW/QWOLW/IV/M  /W /000/999/5213N01407E001  A) EDWW B) 2603070000 C) 2606042359  E) LASER ACTIVITIES 0.5NM RADIUS CENTERED ON 521231N 0140718E  LINDENBERG (23.6NM ENE KLASDORF DVOR/DME KLF) .  F) GND G) UNL    CREATED: 02 MAR 2026 10:55  SOURCE: EUECYIYN
Germany,107710358315208439,U14/2026,EDXX,2026-02-23T11:48:00Z,2026-05-22T23:59:00Z,51.38333333333333,10.3,,QAFXX,U0014/26 NOTAMN  Q) EDXX/QAFXX/I /NBO/E /000/999/5123N01018E999  A) EDGG EDMM EDWW B) 2602231148 C) 2605222359  E) GEMIL FLIP MAP  CAUTION: AIR COMBAT OPERATIONS UNLIMITED PROHIBITED AREAS ARE   OBSOLETE:  THE FOLLOWING CHARTS ARE AFFECTED:  ED-R 107 (TRA-ALLGAEU 1) ATS  ED-R 207 (TRA-ALLGAEU 2) ATS  CREATED: 23 FEB 2026 11:48  SOURCE: ETCZYOYX
Germany,107699914783460550,B123/2026,EDGG,2026-04-01T00:00:00Z,2026-06-30T22:00:00Z,52.25,7.983333333333333,1,QWOLW,B0123/26 NOTAMN  Q) EDGG/QWOLW/IV/M  /W /000/999/5215N00759E001  A) EDGG B) 2604010000 C) 2606302200  D) DAILY SS PLUS30 - 2200  E) LASER ACTIVITIES/SKYBEAMER RADIUS 0.5NM CENTERED ON 521511N  0075914E  OSNABRUECK (8.9NM NE MUENSTER/OSNABRUECK NDB MYN)  F) GND G) UNL    CREATED: 04 MAR 2026 08:19  SOURCE: EUECYIYN
Argentina,107710909094888101,V75/2026,SAVF,2026-03-19T00:01:00Z,2026-05-14T23:59:00Z,-54.833333333333336,-68.28333333333333,5,QPIAU,"V0075/26 NOTAMN   Q) SAVF/QPIAU/I/BO/A/000/999/5450S06817W005 A) SAWH B) 2603190001 C) 2605142359  E) [US DOD PROCEDURAL NOTAM] STANDARD INSTRUMENT DEPARTURE (SID) NOT   AUTHORIZED RWY 25 (GRA 1B, KEXOP 1B, ROMIV 1B, SUNLI 1B, UGIRA 1B)   NOT AUTHORIZED AS PUBLISHED IN DOD FLIP  CREATED: 17 MAR 2026 09:28  SOURCE: KCSA"
Argentina,107699387123695749,A1440/2026,SAEF,2026-04-13T17:28:00Z,2026-04-30T21:00:00Z,-39.5,-56.86666666666667,93,QRTCA,"A1440/26 NOTAMR A1187/26  Q) SAEF/QRTCA/IV/BO/W/000/999/3930S05652W093  A) SAEF  B) 2604131728 C) 2604302100  D) DLY 1200-2100  E) TEMPO RESTRICTED AREA ROCKET LAUNCH IN LAGUNA LA MALACARA -BUENO AIRES- COORD GEO 382739S/0581704W 402043S/0551344W 404733S/0555754W 382801S/0581748W AFFECTS W33, UW33, CTA EZEIZA IV SECT S AND SRR/FIR EZEIZA SECT OCEANICO  F) MSL G) UNL    CREATED: 13 APR 2026 17:44  SOURCE: SAEZYNYX"
Peru,107699377342594316,A857/2026,SPIM,2026-03-09T22:00:00Z,2026-05-02T00:00:00Z,,,,QMRHX,"A0857/26 NOTAMN  Q) SPIM/QMRHX/IV/NBO/A/002/999/  A) SPJC B) 2603092200 C) 2605020000  D) 1000-1400 2200-0000  E) SEASONAL BIRDS ACT AT AD, HGT UP TO 200FT AGL. TYPES OF BIRDS-  BLACK VULTURE, SEAGULL AND FALCON. MAX FLOCK SIZE-100 BIRDS. BIRD  WT- UP TO 1000 GRAMS COASTLINE MAIN MOVING DIRECTION -N AND S - E  AND W. PILOTS CTN.  F) 200FT AGL G) UNL    CREATED: 09 MAR 2026 15:24  SOURCE: SPIMYNYN"
Guyana,107699363098747074,A8/2026,SYGC,2026-04-01T00:00:00Z,2026-04-30T23:59:00Z,5.15,-58.78333333333333,,QKKKK,A0008/26 NOTAMR A0005/26  Q) SYGC/QKKKK/K/K/K/000/999/0509N05847W999  A) SYGC B) 2604010000 C) 2604302359 EST  E) CHECKLIST  YEAR=2026 NIL  LATEST AIP AMENDMENTS  AIRAC AIP AMDT 01/25 EFFECTIVE 12 JUN 2025  AIP AMDT 01/26 04 MAR 26  CHECKLIST OF AIP SUP AND AIC  AIRAC AIP SUP: NIL  AIP SUP: 01/26  AIC: A9/16 A16/16 A17/17 A9/24 A2/25 A1/26 A2/26 A3/26 A4/26 A5/26   A6/26 A7/26 A8/26 A9/26 A10/26 A11/26 A12/26 A13/26 A14/26 A15/26   A16/26 A17/26 A18/26 A19/26 A20/26  AIRAC EFFECTIVE DATE: 16 APR 26 - NIL  AIRAC EFFECTIVE DATE: 14 MAY 26 - NIL  F) GND G) UNL    CREATED: 31 MAR 2026 23:39  SOURCE: SYCJYNYX
Puerto Rico,107681771718027058,A56/2025,TJZS,2025-05-21T13:05:00Z,,,,,QPDXX,A0056/25 NOTAMN  Q) TJZS/QPDXX////000/999/  A) TJZS  B) 2505211305  C) PERM  E) TJSJ ACONY THREE DEPARTURE: AIRCRAFT SHALL FLY DIRECT TO NEXT FIX  ON FLIGHT PLAN AFTER PALDE AND THEN AS FILED.  F) SFC  G) UNL    CREATED: 21 MAY 2025 13:16  SOURCE: TJZS
Philippines,107699939597401320,B1602/2026,RPHI,2026-04-27T00:00:00Z,2026-04-27T10:00:00Z,14.833333333333334,120.08333333333333,5,QRTCA,B1602/26 NOTAMN  Q) RPHI/QRTCA/IV/BO /W /000/999/1450N12005E005  A) RPHI B) 2604270000 C) 2604271000  E) TEMPO RESTRICTED AREA ACT WI:  RP-D31    RMK: LIVE FIRE EXER IN SUPPORT OF EXER BALIKATAN 26.       NON-PARTICIPATING ACFT NOT ALLOWED.  F) SFC G) UNL    CREATED: 17 APR 2026 12:04  SOURCE: EUECYIYN
Qatar,107699373651479653,A637/2026,OTDF,2026-03-30T07:03:00Z,2026-06-30T14:00:00Z,24.75,51.0,11,QRDCA,"A0637/26 NOTAMR A0516/26  Q) OTDF/QRDCA/IV/BO/W/000/999/2445N05100E011  A) OTDF B) 2603300703 C) 2606301400  D) MAR 30 0703-1400, MAR 31 0300-1400, APR 01-30 0300-1400, MAY 01-31  0300-1400, JUN 01-30 0300-1400  E) DANGER AREA OTD1 UPPER LIMIT RAISED TO UNL.  REF TO QATAR AIP ENR 5.1.  F) SFC G) UNL    CREATED: 30 MAR 2026 07:01  SOURCE: OTNOYNYX"
Portugal (Madeira and Acores),107699395478535662,A1938/2026,LPPO,2026-04-07T21:57:00Z,2026-07-06T23:59:00Z,38.766666666666666,-27.083333333333332,5,QWZLW,A1938/26 NOTAMN  Q) LPPO/QWZLW/IV/M  /AW/000/999/3846N02705W005  A) LPLA B) 2604072157 C) 2607062359  E) FIREWORKS MAY OCCUR IN THE VICINITY OF THE AERODROME. USE CAUTION  OVERFLYING POPULATED AREAS.  F) SFC G) UNL    CREATED: 07 APR 2026 21:57  SOURCE: EUECYIYN
Republic of Korea,107701026022795825,D822/2026,RKRR,2026-04-19T23:00:00Z,2026-04-24T07:00:00Z,34.083333333333336,128.36666666666667,23,QRRCA,"D0822/26 NOTAMN    Q) RKRR/QRRCA/IV/BO/W/000/999/3405N12822E023  A) RKRR B) 2604192300 C) 2604240700  D) 19 2300-20 0700, 21 0000-1300 2300-2359, 22 0000-0700, 23   0000-1300 2300-2359, 24 0000-0700  E) RESTRICTED AREA RK R72 ACT  F) SFC G) UNL    CREATED: 10 APR 2026 08:07  SOURCE: RKRRYNYX"
Republic of Korea,107701021006408241,D523/2026,RKRR,2026-03-26T15:00:00Z,2026-06-26T14:59:00Z,37.583333333333336,126.98333333333333,3,QRPCA,"D0523/26 NOTAMN    Q) RKRR/QRPCA/IV/NBO/W/000/999/3735N12659E003  A) RKRR B) 2603261500 C) 2606261459  E) TEMPO PROHIBITED AREA ACT AS FLW  A CIRCLE RADIUS 2NM CENTERED ON 373523N1265832E  RMK :   - EXC SKED CIV ACFT AND INFO ASSET FLT  - EMERG ACFT(FIRE FIGHTING, LIFEGUARD, ETC) OPERATION NEED     PRIOR PERMISSION FROM CAPITAL DEFENSE COMMAND (02-524-0315)  F) SFC G) UNL    CREATED: 11 MAR 2026 04:57  SOURCE: RKRRYNYX"
Hungary,107699396267056194,A1985/2026,LHCC,2026-04-27T07:00:00Z,2026-04-28T16:00:00Z,46.483333333333334,16.933333333333334,1,QRACA,"A1985/26 NOTAMN  Q) LHCC/QRACA/IV/NBO/W /000/045/4629N01656E001  A) LHCC B) 2604270700 C) 2604281600  D) 0700-1600  E) AIRSPACE RESERVATION ACTIVATED DUE TO MILITARY OPERATIONS   AND MISSILE, ROCKET FIRING WITHIN AREA BOUNDED BY THE FOLLOWING   COORD POINTS:  462931N0165609E  462914N0165640E  462831N0165628E  462845N0165559E  462931N0165609E (NAGYKANIZSA).  THE AIRSPACE IS SEGREGATED AND SHALL BE AVOIDED ACCORDING TO AIP   HUNGARY ENR 5.3.  FURTHER INFO ABOUT THE ACTUAL OPR HR VIA TEL: +36 30 694 8230.  F) GND G) 4500FT AMSL    CREATED: 02 APR 2026 08:38  SOURCE: EUECYIYN"
Hungary,107699399538613314,A2180/2026,LHCC,2026-04-20T11:00:00Z,2026-04-30T21:00:00Z,47.13333333333333,18.0,3,QRACA,"A2180/26 NOTAMN  Q) LHCC/QRACA/IV/NBO/W /025/045/4708N01800E003  A) LHCC B) 2604201100 C) 2604302100  D) 20-23 28-30 1100-2100  E) AIRSPACE RESERVATION ACTIVATED DUE TO MILITARY OPERATIONS   AND MISSILE, ROCKET FIRING WITHIN AREA BOUNDED BY THE FOLLOWING   COORD POINTS:  470648N0175856E  470918N0175735E  470951N0180129E  470529N0180122E  470648N0175856E (UJMAJOR CENTER).  THE AIRSPACE IS SEGREGATED AND SHALL BE AVOIDED ACCORDING TO AIP   HUNGARY ENR 5.3.  FURTHER INFO ABOUT THE ACTUAL OPR HR VIA TEL: +36 20 527 2364.  F) 2500FT AMSL G) 4500FT AMSL    CREATED: 14 APR 2026 10:00  SOURCE: EUECYIYN"
Hungary,107699393364597826,A1812/2026,LHCC,2026-03-31T00:00:00Z,2026-04-29T23:59:00Z,47.766666666666666,19.283333333333335,3,QRACA,"A1812/26 NOTAMN  Q) LHCC/QRACA/IV/NBO/W /000/035/4746N01917E003  A) LHCC B) 2603310000 C) 2604292359  E) AIRSPACE RESERVATION ACTIVATED DUE TO MILITARY OPERATIONS   AND MISSILE, ROCKET FIRING WITHIN AREA BOUNDED BY THE FOLLOWING   COORD POINTS:  474459N0191827E  474542N0191919E  474734N0191451E  474636N0191404E  474459N0191827E (PUSPOKSZILAGY).  THE AIRSPACE IS SEGREGATED AND SHALL BE AVOIDED ACCORDING TO AIP   HUNGARY ENR 5.3.  FURTHER INFO ABOUT THE ACTUAL OPR HR VIA TEL: +36 30 779 8568.  F) GND G) 3500FT AMSL    CREATED: 26 MAR 2026 08:18  SOURCE: EUECYIYN"
Hungary,107699400864013378,A2259/2026,LHCC,2026-04-20T11:00:00Z,2026-04-30T21:00:00Z,47.13333333333333,18.066666666666666,4,QRACA,"A2259/26 NOTAMN  Q) LHCC/QRACA/IV/NBO/W /000/045/4708N01804E004  A) LHCC B) 2604201100 C) 2604302100  D) 20-23 28-30 1100-2100  E) AIRSPACE RESERVATION ACTIVATED DUE TO MILITARY OPERATIONS   AND MISSILE, ROCKET FIRING WITHIN AREA BOUNDED BY THE FOLLOWING   COORD POINTS:  470538N0180720E  471103N0180547E  470951N0180129E  470529N0180122E  470538N0180720E (UJMAJOR EAST).  THE AIRSPACE IS SEGREGATED AND SHALL BE AVOIDED ACCORDING TO AIP   HUNGARY ENR 5.3.  FURTHER INFO ABOUT THE ACTUAL OPR HR VIA TEL: +36 20 527 2364.  F) GND G) 4500FT AMSL    CREATED: 16 APR 2026 08:45  SOURCE: EUECYIYN"
Hungary,107699399370841154,A2170/2026,LHCC,2026-04-25T05:00:00Z,2026-04-25T16:00:00Z,46.46666666666667,20.133333333333333,3,QRACA,"A2170/26 NOTAMN  Q) LHCC/QRACA/IV/NBO/W /000/075/4628N02008E003  A) LHCC B) 2604250500 C) 2604251600  E) AIRSPACE RESERVATION ACTIVATED DUE TO MILITARY OPERATIONS AND   MISSILE, ROCKET FIRING WITHIN AREA BOUNDED BY THE FOLLOWING COORD   POINTS:  462710N0200523E  462558N0200723E  462825N0201030E  462938N0200831E  462710N0200523E  (DOC).  THE AIRSPACE IS SEGREGATED AND SHALL BE AVOIDED ACCORDING TO AIP   HUNGARY ENR 5.3.  FURTHER INFO ABOUT THE ACTUAL OPR HR VIA TEL: +36 30 626 0386.  F) GND G) 7500FT AMSL    CREATED: 14 APR 2026 08:23  SOURCE: EUECYIYN"
Hungary,107699394606111810,A1886/2026,LHCC,2026-04-23T05:00:00Z,2026-04-23T14:00:00Z,47.93333333333333,20.333333333333332,1,QRACA,"A1886/26 NOTAMN  Q) LHCC/QRACA/IV/NBO/W /000/075/4756N02020E001  A) LHCC B) 2604230500 C) 2604231400  E) AIRSPACE RESERVATION ACTIVATED DUE TO MILITARY OPERATIONS   AND MISSILE, ROCKET FIRING WITHIN AREA BOUNDED BY THE FOLLOWING   COORD POINTS:  475557N0201934E  475614N0201915E  475634N0201926E  475637N0201949E  475600N0201956E  475557N0201934E (EGER).  THE AIRSPACE IS SEGREGATED AND SHALL BE AVOIDED ACCORDING TO AIP   HUNGARY ENR 5.3.  FURTHER INFO ABOUT THE ACTUAL OPR HR VIA TEL: +36 30 361 7869.  F) GND G) 7500FT AMSL    CREATED: 31 MAR 2026 15:29  SOURCE: EUECYIYN"
Hungary,107699388968967234,A1550/2026,LHCC,2026-04-25T06:00:00Z,2026-04-25T20:00:00Z,46.483333333333334,16.933333333333334,1,QRACA,"A1550/26 NOTAMN  Q) LHCC/QRACA/IV/NBO/W /000/045/4629N01656E001  A) LHCC B) 2604250600 C) 2604252000  E) AIRSPACE RESERVATION ACTIVATED DUE TO MILITARY OPERATIONS   AND MISSILE, ROCKET FIRING WITHIN AREA BOUNDED BY THE FOLLOWING   COORD POINTS:  462931N0165609E  462914N0165640E  462831N0165628E  462845N0165559E  462931N0165609E (NAGYKANIZSA).  THE AIRSPACE IS SEGREGATED AND SHALL BE AVOIDED ACCORDING TO AIP   HUNGARY ENR 5.3.  FURTHER INFO ABOUT THE ACTUAL OPR HR VIA TEL: +36 30 694 8230.  F) GND G) 4500FT AMSL  CREATED: 16 MAR 2026 15:31  SOURCE: EUECYIYN"
Russian Federation,107706568627865141,N3507/2026,URRV,2026-04-01T00:00:00Z,2026-04-30T23:59:00Z,47.233333333333334,47.916666666666664,54,QRRCA,N3507/26 NOTAMN  Q) URRV/QRRCA/IV/BO/W/000/999/4714N04755E054  A) URRV B) 2604010000 C) 2604302359  E) RESTRICTED AREA ACT: URR553.  F) GND  G) UNL    CREATED: 25 MAR 2026 14:20  SOURCE: UUUUYNYX
Russian Federation,107708218247621995,Q3528/2026,ULLL,2026-04-24T11:00:00Z,2026-04-28T21:00:00Z,66.06666666666666,42.833333333333336,21,QRTCA,Q3528/26 NOTAMN  Q) ULLL/QRTCA/IV/BO/W/000/999/6604N04250E021  A) ULLL B) 2604241100 C) 2604282100  D) 24-28 1100-2100  E) AIRSPACE CLSD WI AREA:  654800N0431000E-654500N0423000E-654700N0422500E-655500N0421300E-  660700N0421500E-661900N0423000E-662300N0425500E-662300N0431000E-  661500N0432800E-654800N0431000E  F) SFC  G) UNL    CREATED: 22 MAR 2026 09:10  SOURCE: UUUUYNYX
Russian Federation,107699403095688757,A2392/2026,URRV,2026-04-17T21:00:00Z,2026-05-01T20:59:00Z,44.233333333333334,43.083333333333336,5,QFAXX,"A2392/26 NOTAMN  Q) URRV/QFAXX/IV/NBO/A/000/999/4414N04305E005  A) URMM B) 2604172100 C) 2605012059  E) 28-30 APR CAUCASUS INTERNATIONAL INVESTMENT FORUM IS TAKING PLACE.  FLW APPLY FOR THE FLT PERIOD BTN APR 27-MAY 01:  1) PARKING OF ACFT OPERATING SPECIAL AND VIP FLT, INCLUDING  BUSINESS AVIATION FLT, SHALL NOT EXCEED 1 HR, EXC ACFT OPERATING  VIP FLT.  2) ACFT OPERATORS, PLANNING TO OPR SPECIAL AND CHARTER FLT, SHOULD  OBTAIN SLOT FROM AD OPERATOR PRIOR TO SUBMITTING (FPL), INCLUDING  IN CASE OF DELAY (DLA),  3) LONG DURATION DELAYS OF ARR ACFT DUE TO HLDG AND SUBSEQUENT  DIVERSIONS TO ALTN, AS WELL AS DELAYS OF DEP ACFT DUE TO HIGH AD  WORKLOAD, ARE EXPECTED AND SHOULD BE TAKEN INTO ACCOUNT WHEN  CALCULATING FUEL LOAD.  IF TECHNICALLY FEASIBLE, FUELLING SHOULD NOT BE PLANNED WITH THE  PURPOSE OF REDUCING HANDLING TIME.  4) ACFT OPERATING CHARTER FLT SHOULD CARRY TOW BAR, AND LOCK PIN  (IF APPLICABLE) TO UNLOCK NOSE GEAR, ON BOARD.    CREATED: 17 APR 2026 13:40  SOURCE: UUUUYNYX"
India,107699365514739749,A152/2026,VABF,2026-01-27T04:40:00Z,2026-04-27T23:59:00Z,,,,QARXX,A0152/26 NOTAMR A2180/25  Q) VABF/QARXX/IV/BO/E/000/999/  A) VABF B) 2601270440 C) 2604272359  E) FLT OPR TO VAPO AP VIA SG SHALL FLT PLAN/RTE VIA     WP SG-DCT-DOGAP-DCT-PPN  F) GND G) UNL    CREATED: 27 JAN 2026 04:43  SOURCE: VABBYNYX
