country,id,notam_id,fir,from_utc,to_utc,lat,lon,radius_nm,qcode,raw
Norway,107699380546582263,A1048/2026,ENXX,2026-03-19T00:00:00Z,2026-04-01T23:59:00Z,73.95,9.783333333333333,324,QRDTT,A1048/26 NOTAMN  Q) ENXX/QRDTT/IV/BO /W /000/999/7357N00947E324  A) ENOR ENOB B) 2603190000 C) 2604012359  E) TRIGGER NOTAM - AIP AIRAC SUP 12/26 WEF 19 MAR 2026 TIL 19 APR   2026. TEMPO DANGER AREAS ESTABLISHED IN CONNECTION WITH ROCKET   LAUNCH FROM ANDOYA SPACE. FOR DETAILS SEE SUP AVBL AT   WWW.AVINOR.NO/AIS  F) GND G) UNL    CREATED: 19 FEB 2026 08:47  SOURCE: EUECYIYN
Algeria,107699378046730240,A899/2026,DAAA,2026-03-28T00:01:00Z,2026-03-31T23:59:00Z,32.083333333333336,3.25,233,QWMLW,A0899/26 NOTAMN   Q) DAAA/QWMLW/IV/BO/W/000/999/3205N00315E233  A) DAAA B) 2603280001 C) 2603312359  E) FRNG EXER G/A WILL TAKE PLACE WI AREA  PSN:   345925N 0023116E  345925N 0023616E  345425N 0023116E  345425N 0023616E  F) GND G) UNL  CREATED: 17 MAR 2026 11:49  SOURCE: DAAAYNYX
Algeria,107699379154026496,A965/2026,DAAA,2026-04-01T00:01:00Z,2026-04-08T22:59:00Z,36.88333333333333,6.666666666666667,150,QWMLW,A0965/26 NOTAMN   Q) DAAA/QWMLW/IV/BO/W/000/999/3653N00640E150  A) DAAA B) 2604010001 C) 2604082259  D) 01 AND 08   H24  E) FRNG EXER G/A WILL TAKE PLACE WI AREA  PSN:   345925N0023116E  345925N0023616E  345425N0023116E  345425N0023616E  F) GND G) UNL    CREATED: 26 MAR 2026 16:25  SOURCE: DAAAYNYX
Oman,107699366319831436,A200/2026,OOMM,2026-03-14T08:00:00Z,2026-05-14T08:00:00Z,21.083333333333332,57.6,20,QARCR,"A0200/26 NOTAMN  Q) OOMM/QARCR/IV/NBO/E/300/999/2105N05736E020  A) OOMM B) 2603140800 C) 2605140800  D) H24  E) ATTN ALL TRAFFICE TO REFER TO NOTAM A0188/26  (FLAS) IMPLEMENTED BETWEEN MUSCAT FIR AND JEDDAH FIR AS FOLLOWS:  1. ALL TFC AT FL300 OR FL360 SHALL EXIT MUSCAT FIR VIA DAPOL.  2. ALL TFC AT FL320, FL340 AND FL380 OR ABOVE SHALL ROUTE VIA TOKRA.  3. ALL TFC DEST OEJN SHALL EXIT MUSCAT FIR VIA SITOL FL 300 OR ABOVE.    F) FL300 G) UNL  CREATED: 13 MAR 2026 22:22  SOURCE: OOMSYNYX"
Oman,107699365984287116,A180/2026,OOMM,2026-03-08T00:00:00Z,2026-03-31T23:59:00Z,21.083333333333332,57.6,,QXXXX,A0180/26 NOTAMR A0157/26  Q) OOMM/QXXXX/IV/NBO/E/000/999/2105N05736E999  A) OOMM B) 2603080000 C) 2603312359  E) PILOTS ARE ADVISED TO EXERCISE CAUTION AND USE  ALTERNATIVE MEANS OF NAVIGATION WHEN NECESSARY DUE TO REPORTED GNSS  INTERFERENCE (SPOOFING AND JAMMING) WITHIN MUSCAT FIR. ATC SHOULD BE  INFORMED OF ANY OBSERVED ANOMALIES.  F) SFC G)UNL    CREATED: 07 MAR 2026 21:05  SOURCE: OOMSYNYX
Oman,107699365262866828,A137/2026,OOMM,2026-02-26T06:00:00Z,2026-03-31T23:59:00Z,21.083333333333332,57.6,1,QXXXX,"A0137/26 NOTAMR A0075/26  Q) OOMM/QXXXX/IV/NBO/E/000/999/2105N05736E001  A) OOMM B) 2602260600 C) 2603312359  E) SURVEILLANCE BASED 20 NM LONGITUDINAL SEPARATION MINIMA FOR ALL  TRAFFIC ROUTING VIA PARAR WILL BE APPLIED ON TRIAL BASIS BETWEEN  RNP2/RNP4 COMPLIANT ACFT HAVING FUNCTIONAL ADS B OUT AND RCP240.  AIRCRAFT SHALL INDICATE RNP2/RNP4, CPDLC RCP240, ADS B CAPABILITY IN  FPL.  AIRCRAFT SHOULD INITIATE EARLY LOGON WITH MUMBAI CPDLC ON THE ADDRESS  (VABF) .  F)SFC G) UNL  CREATED: 26 FEB 2026 05:58  SOURCE: OOMSYNYX"
Oman,107699365145426316,A130/2026,OOMM,2026-02-20T17:00:00Z,2026-05-20T03:00:00Z,21.083333333333332,57.6,1,QXXXX,"A0130/26 NOTAMR A0783/25  Q) OOMM/QXXXX/IV/NBO/E/000/999/2105N05736E001  A) OOMM B) 2602201700 C) 2605200300  D) DLY BTN 1700/0300  E) DUE TO HIGH DENSITY TRAFFIC IN MUSCAT FIR CONCENTRATED OVER POINTS  RASKI AND PARAR:  1- TRAFFIC DESTINED FOR VABB, RPLL AND VGHS ARE NOT PERMITTED  TO ROUTE VIA POINT RASKI.  2- TRAFFIC DESTINED FOR WSSS, VTSP AND VTBS ARE NOT PERMITTED TO  ROUTE VIA POINTS RASKI AND PARAR.  OPERATORS ARE REQUESTED TO PLAN ALTERNATIVE ROUTES ACCORDINGLY.  F) SFC G) UNL  CREATED: 20 FEB 2026 07:33  SOURCE: OOMSYNYX"
Germany,107699914582134486,B111/2026,EDWW,2026-03-07T00:00:00Z,2026-06-04T23:59:00Z,52.21666666666667,14.116666666666667,1,QWOLW,B0111/26 NOTAMN  Q) EDWW/QWOLW/IV/M  /W /000/999/5213N01407E001  A) EDWW B) 2603070000 C) 2606042359  E) LASER ACTIVITIES 0.5NM RADIUS CENTERED ON 521231N 0140718E  LINDENBERG (23.6NM ENE KLASDORF DVOR/DME KLF) .  F) GND G) UNL    CREATED: 02 MAR 2026 10:55  SOURCE: EUECYIYN
Germany,107710358315208439,U14/2026,EDXX,2026-02-23T11:48:00Z,2026-05-22T23:59:00Z,51.38333333333333,10.3,,QAFXX,U0014/26 NOTAMN  Q) EDXX/QAFXX/I /NBO/E /000/999/5123N01018E999  A) EDGG EDMM EDWW B) 2602231148 C) 2605222359  E) GEMIL FLIP MAP  CAUTION: AIR COMBAT OPERATIONS UNLIMITED PROHIBITED AREAS ARE   OBSOLETE:  THE FOLLOWING CHARTS ARE AFFECTED:  ED-R 107 (TRA-ALLGAEU 1) ATS  ED-R 207 (TRA-ALLGAEU 2) ATS  CREATED: 23 FEB 2026 11:48  SOURCE: ETCZYOYX
Germany,107699914783460550,B123/2026,EDGG,2026-04-01T00:00:00Z,2026-06-30T22:00:00Z,52.25,7.983333333333333,1,QWOLW,B0123/26 NOTAMN  Q) EDGG/QWOLW/IV/M  /W /000/999/5215N00759E001  A) EDGG B) 2604010000 C) 2606302200  D) DAILY SS PLUS30 - 2200  E) LASER ACTIVITIES/SKYBEAMER RADIUS 0.5NM CENTERED ON 521511N  0075914E  OSNABRUECK (8.9NM NE MUENSTER/OSNABRUECK NDB MYN)  F) GND G) UNL    CREATED: 04 MAR 2026 08:19  SOURCE: EUECYIYN
Peru,107699377342594316,A857/2026,SPIM,2026-03-09T22:00:00Z,2026-05-02T00:00:00Z,,,,QMRHX,"A0857/26 NOTAMN  Q) SPIM/QMRHX/IV/NBO/A/002/999/  A) SPJC B) 2603092200 C) 2605020000  D) 1000-1400 2200-0000  E) SEASONAL BIRDS ACT AT AD, HGT UP TO 200FT AGL. TYPES OF BIRDS-  BLACK VULTURE, SEAGULL AND FALCON. MAX FLOCK SIZE-100 BIRDS. BIRD  WT- UP TO 1000 GRAMS COASTLINE MAIN MOVING DIRECTION -N AND S - E  AND W. PILOTS CTN.  F) 200FT AGL G) UNL    CREATED: 09 MAR 2026 15:24  SOURCE: SPIMYNYN"
Argentina,107710909094888101,V75/2026,SAVF,2026-03-19T00:01:00Z,2026-05-14T23:59:00Z,-54.833333333333336,-68.28333333333333,5,QPIAU,"V0075/26 NOTAMN   Q) SAVF/QPIAU/I/BO/A/000/999/5450S06817W005 A) SAWH B) 2603190001 C) 2605142359  E) [US DOD PROCEDURAL NOTAM] STANDARD INSTRUMENT DEPARTURE (SID) NOT   AUTHORIZED RWY 25 (GRA 1B, KEXOP 1B, ROMIV 1B, SUNLI 1B, UGIRA 1B)   NOT AUTHORIZED AS PUBLISHED IN DOD FLIP  CREATED: 17 MAR 2026 09:28  SOURCE: KCSA"
Puerto Rico,107681771718027058,A56/2025,TJZS,2025-05-21T13:05:00Z,,,,,QPDXX,A0056/25 NOTAMN  Q) TJZS/QPDXX////000/999/  A) TJZS  B) 2505211305  C) PERM  E) TJSJ ACONY THREE DEPARTURE: AIRCRAFT SHALL FLY DIRECT TO NEXT FIX  ON FLIGHT PLAN AFTER PALDE AND THEN AS FILED.  F) SFC  G) UNL    CREATED: 21 MAY 2025 13:16  SOURCE: TJZS
Qatar,107681796984360037,A1562/2025,OTDF,2025-10-22T08:50:00Z,,25.55,51.45,2,QRPCH,A1562/25 NOTAMN  Q) OTDF/QRPCH/IV/NBO/W/000/999/2533N05127E002  A) OTDF B) 2510220850 C) PERM  E) PROHIBITED AREA OTP48 VERTICAL LIMITS AMENDED AS: SFC TO UNL.    AMEND QATAR AIP ENR 5.1 SECTION 1 PROHIBITED ARES AND RELEVANT CHARTS  ACCORDINGLY.  F) SFC G) UNL    CREATED: 22 OCT 2025 08:51  SOURCE: OTNOYNYX
Qatar,107699371621436517,A516/2026,OTDF,2026-03-11T03:00:00Z,2026-03-31T14:00:00Z,24.75,51.0,11,QRDCA,A0516/26 NOTAMN  Q) OTDF/QRDCA/IV/BO/W/000/999/2445N05100E011  A) OTDF B) 2603110300 C) 2603311400  D) DAILY 0300-1400  E) DANGER AREA OTD1 UPPER LIMIT RAISED TO UNL.  REF TO QATAR AIP ENR 5.1.  F) SFC G) UNL  CREATED: 08 MAR 2026 19:07  SOURCE: OTNOYNYX
Australia,107701581231436172,E1147/2026,YMMM,2026-03-30T23:35:00Z,2026-04-01T18:10:00Z,-52.56666666666667,117.41666666666667,,QRDCA,E1147/26 NOTAMN  Q) YMMM/QRDCA/IV/BO/W/000/999/5234S11725E999  A) YMMM  B) 2603302335 C) 2604011810  D) 2603302335 TO 2603310431     2603312014 TO 2604010110     2604011314 TO 2604011810  E) TEMPO DANGER AREA ACT  FLW RECEIVED FM GOVERNMENT OF UNITED STATES OF AMERICA:  HAZARDOUS OPS WILL BE CONDUCTED FOR ATMOSPHERIC RE-ENTRY AND  SPLASHDOWN OF SPACEX STARLINK 10-44 STAGE2 WI THE FLW AREA:   3952S 08205E - 4648S 09701E - 5117S 11527E - 5119S 13810E -   4711S 15859E - 4802S 15955E - 4927S 15948E - 5345S 13813E -   5337S 11428E - 4853S 09517E - 4136S 08009E TO BEGINNING  F) SFC G) UNL    CREATED: 29 MAR 2026 02:51  SOURCE: YBBBZEZX
Australia,107701580191248780,E1085/2026,YMMM,2026-04-01T02:00:00Z,2026-04-10T12:00:00Z,-51.333333333333336,158.08333333333334,400,QRDCA,E1085/26 NOTAMN  Q) YMMM/QRDCA/IV/BO/W/000/999/5120S15805E400  A) YMMM  B) 2604010200 C) 2604101200  D) 0200-1200 DAILY  E) TEMPO DANGER AREA ACT  DUE SPACE DEBRIS FALLING INTO OCEAN WI AREA BOUNDED BY:   464000S 1552000E - 513900S 1630000E -   563930S 1630000E - 485000S 1510400E  464000S 1552000E  F) SFC G) UNL    CREATED: 26 MAR 2026 04:15  SOURCE: YBBBZEZX
Portugal (Madeira and Acores),107699392055983598,A1734/2026,LPPO,2026-04-01T22:24:00Z,2026-04-08T05:21:00Z,30.1,-36.35,526,QRALW,"A1734/26 NOTAMN  Q) LPPO/QRALW/IV/NBO/W /000/999/3006N03621W526  A) LPPO B) 2604012224 C) 2604080521  D) 01 2224-2359, 02 0000-0109 2322-2359, 03 0000-0207, 05 0000-0245,   06 0053-0338, 07 0140-0425, 08 0236-0521  E) FAA ATO SPACE OPERATIONS OFFICE HAS COORDINATED AN UPCOMING SPACE   LAUNCH (NASA ARTEMIS II) THAT WILL HAVE DEBRIS RESPONSE AREAS   (1X10E-7) OVERLAPPING NEW YORK OCEANIC, DAKAR OCEANIC, PIARCO AND   SANTA MARIA FLIGHT INFORMATION REGIONS.   OPERATORS PLANNING TO FLY WITHIN SANTA MARIA FIR ON THE LIFTOFF DAY   ARE ADVISED THAT THE AREA BOUNDED BY 3811N04000W - 3712N03027W -   2204N03953W - 2218N04000W - 3811N04000W MAY BE AFFECTED BY SPACE   DEBRIS, IN THE EVENT OF A MALFUNCTION OF THE NASA ARTEMIS II LAUNCH.   IF ATC IS INFORMED THAT THE A MALFUNCTION HAS INDEED OCCURRED,   ACTION WILL BE TAKEN TO CONTACT THE CREW OF AIRCRAFT FLYING IN THE   AFFECTED AREA OR ABOUT TO ENTER THAT AIRSPACE, REQUESTING TO ADVISE   THEIR INTENTIONS.  ATC CLEARANCES WILL BE PROVIDED UPON REQUESTS FROM THE CREW, EITHER   TO HOLD OR REROUTING TO AVOID THE DEBRIS RESPONSE AREA.  NOTAM WILL BE CANCELLED AS SOON SANTA MARIA OAC HAS CONFIRMATION OF   THE END OF ACTIVITY.  ADITIONAL INFORMATION AND DETAILS ON THIS ACTIVITY IS AVAILABLE ON   THE WEBSITE HTTPS://WWW.NASA.GOV/MISSION/ARTEMIS-II.  F) SFC G) UNL    CREATED: 28 MAR 2026 01:10  SOURCE: EUECYIYN"
Republic of Korea,107701585140296241,E1380/2026,RKRR,2026-04-02T07:00:00Z,2026-04-03T10:00:00Z,36.46666666666667,125.96666666666667,19,QRTCA,E1380/26 NOTAMN    Q) RKRR/QRTCA/IV/BO/W/000/999/3628N12558E019  A) RKRR B) 2604020700 C) 2604031000  D) 0700-1000  E) TEMPO RESTRICTED AREA ACT AS FLW  AREA BOUNDED BY THE FOLLOWING  363746N1261548E-363746N1254043E-361800N1254043E-361800N1260600E-36334  4N1261548E-363746N1261548E  F) SFC G) UNL    CREATED: 19 MAR 2026 04:16  SOURCE: RKRRYNYX
Republic of Korea,107701584469207601,E1340/2026,RKRR,2026-03-31T05:00:00Z,2026-04-01T07:00:00Z,36.483333333333334,126.18333333333334,6,QRTCA,E1340/26 NOTAMN    Q) RKRR/QRTCA/IV/BO/W/000/999/3629N12611E006  A) RKRR B) 2603310500 C) 2604010700  D) 0500-0700  E) TEMPO RESTRICTED AREA ACT AS FLW  AREA BOUNDED BY THE FOLLOWING  363409N1261133E-363329N1261412E-363151N1261606E-362453N1261349E-36250  2N1260828E-363338N1260850E-363409N1261133E  F) SFC G) UNL    CREATED: 18 MAR 2026 05:11  SOURCE: RKRRYNYX
Republic of Korea,107701023489436209,D671/2026,RKRR,2026-03-29T05:05:00Z,2026-03-30T04:30:00Z,33.35,126.76666666666667,16,QRPCA,"D0671/26 NOTAMN    Q) RKRR/QRPCA/IV/NBO/W/000/999/3321N12646E016  A) RKRR B) 2603290505 C) 2603300430  E) TEMPO PROHIBITED AREA ACT AS FLW:  1. AREA : A CIRCLE RADIUS 5NM CENTERED ON 332111N1264615E  2. BUFFER ZONE : TEMPO BUFFER ZONE FM OUTSIDE OF PROHIBITED AREA TO                   10NM  3. RMK :     - EXC SKED CIV ACFT USING AWY, EMERG MISSION ACFT    - EXC INFO/SURVEILLANCE RECONNAISSANCE ACFT(TKOF AND LDG NOT AVBL)    - FOR PRE-COORDINATION AND APV FOR PASSING THROUGH OR      ENTERING BUFFER ZONE CTC ROKAF SODO AT 031-669-7020/1      OR 031-661-4471 THEN CTC MCRC/ACC ON FREQ DURING THE FLT  F) SFC G) UNL    CREATED: 27 MAR 2026 03:42  SOURCE: RKRRYNYX"
Republic of Korea,107701021006408241,D523/2026,RKRR,2026-03-26T15:00:00Z,2026-06-26T14:59:00Z,37.583333333333336,126.98333333333333,3,QRPCA,"D0523/26 NOTAMN    Q) RKRR/QRPCA/IV/NBO/W/000/999/3735N12659E003  A) RKRR B) 2603261500 C) 2606261459  E) TEMPO PROHIBITED AREA ACT AS FLW  A CIRCLE RADIUS 2NM CENTERED ON 373523N1265832E  RMK :   - EXC SKED CIV ACFT AND INFO ASSET FLT  - EMERG ACFT(FIRE FIGHTING, LIFEGUARD, ETC) OPERATION NEED     PRIOR PERMISSION FROM CAPITAL DEFENSE COMMAND (02-524-0315)  F) SFC G) UNL    CREATED: 11 MAR 2026 04:57  SOURCE: RKRRYNYX"
Republic of Korea,107701023506213425,D672/2026,RKRR,2026-03-30T04:40:00Z,2026-03-30T07:00:00Z,33.483333333333334,126.48333333333333,16,QRPCA,"D0672/26 NOTAMN    Q) RKRR/QRPCA/IV/NBO/W/000/999/3329N12629E016  A) RKRR B) 2603300440 C) 2603300700  E) TEMPO PROHIBITED AREA ACT AS FLW:  1. AREA : A CIRCLE RADIUS 5NM CENTERED ON 332909N1262845E  2. BUFFER ZONE : TEMPO BUFFER ZONE FM OUTSIDE OF PROHIBITED AREA TO                   10NM  3. RMK :     - EXC SKED CIV ACFT USING AWY, EMERG MISSION ACFT    - EXC INFO/SURVEILLANCE RECONNAISSANCE ACFT(TKOF AND LDG NOT AVBL)    - FOR PRE-COORDINATION AND APV FOR PASSING THROUGH OR      ENTERING BUFFER ZONE CTC ROKAF SODO AT 031-669-7020/1      OR 031-661-4471 THEN CTC MCRC/ACC ON FREQ DURING THE FLT  F) SFC G) UNL    CREATED: 28 MAR 2026 03:54  SOURCE: RKRRYNYX"
Republic of Korea,107705962886375985,M170/2026,RKRR,2026-03-30T07:15:00Z,2026-03-30T07:45:00Z,35.9,126.6,5,QFAXX,"M0170/26 NOTAMN   Q) RKRR/QFAXX/IV/NBO/A/000/999/3554N12636E005   A) RKJK   B) 2603300715   C) 2603300745   E) AERODROME CLOSED, ALL AIRCRAFT PROHIBITED FROM TAKING OFF AND LANDING. AIRSPACE RESTRICTED WITHIN 5NM OF 355749N1263628E SURFACE TO UNLIMTED. EXEMPTIONS ARE SCHEDULED CIVIL AIRCRAFT, MILITARY SURVEILLANCE/RECONNAISSANCE ARIRCRAFT AND AIRCRAFT WITH PERMISSION FROM ROKAF SODO.  CREATED: 27 MAR 2026 04:05  SOURCE:"
Republic of Korea,107701022516357681,D613/2026,RKRR,2026-03-29T23:00:00Z,2026-04-03T07:00:00Z,34.083333333333336,128.36666666666667,23,QRRCA,"D0613/26 NOTAMN    Q) RKRR/QRRCA/IV/BO/W/000/999/3405N12822E023  A) RKRR B) 2603292300 C) 2604030700  D) MAR 29 2300-2359, 30 0000-0700 2300-2359, 31 0000-1300 2300-2359,   APR 01 0000-0700 2300-2359, 02 0000-1300 2300-2359, 03 0000-0700  E) RESTRICTED AREA RK R72 ACT  F) SFC G) UNL    CREATED: 24 MAR 2026 02:14  SOURCE: RKRRYNYX"
Republic of Korea,107701023522990641,D673/2026,RKRR,2026-03-30T07:40:00Z,2026-03-30T08:20:00Z,37.45,127.11666666666666,16,QRPCA,"D0673/26 NOTAMN    Q) RKRR/QRPCA/IV/NBO/W/000/999/3727N12707E016  A) RKRR B) 2603300740 C) 2603300820  E) TEMPO PROHIBITED AREA ACT AS FLW:  1. AREA : A CIRCLE RADIUS 5NM CENTERED ON 372645N1270652E(RKSM)  2. BUFFER ZONE : TEMPO BUFFER ZONE FM OUTSIDE OF PROHIBITED AREA TO                   10NM  3. RMK :     - EXC SKED CIV ACFT USING AWY, EMERG MISSION ACFT    - EXC INFO/SURVEILLANCE RECONNAISSANCE ACFT(TKOF AND LDG NOT AVBL)    - FOR PRE-COORDINATION AND APV FOR PASSING THROUGH OR      ENTERING BUFFER ZONE CTC ROKAF SODO AT 031-669-7020/1      OR 031-661-4471 THEN CTC MCRC/ACC ON FREQ DURING THE FLT  F) SFC G) UNL    CREATED: 28 MAR 2026 03:55  SOURCE: RKRRYNYX"
